,percentage_samples,score,strategy,repetition
6,60,0.47522779043280183,random,25
7,70,0.4886104783599089,random,25
8,80,0.49259681093394075,random,25
9,90,0.5156605922551253,random,25
10,100,0.5199316628701595,random,25
11,1,0.13866742596810933,uncertainty_sampling,25
12,10,0.3365603644646925,uncertainty_sampling,25
13,20,0.40034168564920275,uncertainty_sampling,25
14,30,0.4356492027334852,uncertainty_sampling,25
15,40,0.47266514806378135,uncertainty_sampling,25
16,50,0.48832574031890663,uncertainty_sampling,25
17,60,0.5005694760820045,uncertainty_sampling,25
18,70,0.5182232346241458,uncertainty_sampling,25
19,80,0.5190774487471527,uncertainty_sampling,25
20,90,0.5187927107061503,uncertainty_sampling,25
21,100,0.5179384965831435,uncertainty_sampling,25
22,1,0.13183371298405466,entropy_sampling,25
23,10,0.3248861047835991,entropy_sampling,25
24,20,0.39920273348519364,entropy_sampling,25
25,30,0.4456150341685649,entropy_sampling,25
26,40,0.47095671981776766,entropy_sampling,25
27,50,0.4911731207289294,entropy_sampling,25
28,60,0.5062642369020501,entropy_sampling,25
29,70,0.4960136674259681,entropy_sampling,25
30,80,0.5230637813211845,entropy_sampling,25
31,90,0.5233485193621867,entropy_sampling,25
32,100,0.518507972665148,entropy_sampling,25
33,1,0.13610478359908884,margin_sampling,25
34,10,0.3348519362186788,margin_sampling,25
35,20,0.39920273348519364,margin_sampling,25
36,30,0.4461845102505695,margin_sampling,25
37,40,0.4652619589977221,margin_sampling,25
38,50,0.4908883826879271,margin_sampling,25
39,60,0.5039863325740319,margin_sampling,25
40,70,0.5130979498861048,margin_sampling,25
41,80,0.5264806378132119,margin_sampling,25
42,90,0.525626423690205,margin_sampling,25
43,100,0.5253416856492027,margin_sampling,25
0,1,0.13468109339407744,random,26
1,10,0.34851936218678814,random,26
2,20,0.4083143507972665,random,26
3,30,0.4419134396355353,random,26
4,40,0.464123006833713,random,26
5,50,0.4666856492027335,random,26
6,60,0.47494305239179957,random,26
7,70,0.4951594533029613,random,26
8,80,0.49316628701594534,random,26
9,90,0.5273348519362187,random,26
10,100,0.5119589977220956,random,26
11,1,0.12443052391799544,uncertainty_sampling,26
12,10,0.3311503416856492,uncertainty_sampling,26
13,20,0.395501138952164,uncertainty_sampling,26
14,30,0.4276765375854214,uncertainty_sampling,26
15,40,0.45558086560364464,uncertainty_sampling,26
16,50,0.482630979498861,uncertainty_sampling,26
17,60,0.4977220956719818,uncertainty_sampling,26
18,70,0.5093963553530751,uncertainty_sampling,26
19,80,0.5156605922551253,uncertainty_sampling,26
20,90,0.5213553530751709,uncertainty_sampling,26
21,100,0.5011389521640092,uncertainty_sampling,26
22,1,0.12556947608200456,entropy_sampling,26
23,10,0.3171981776765376,entropy_sampling,26
24,20,0.3946469248291572,entropy_sampling,26
25,30,0.43992027334851935,entropy_sampling,26
26,40,0.4629840546697039,entropy_sampling,26
27,50,0.49031890660592253,entropy_sampling,26
28,60,0.4977220956719818,entropy_sampling,26
29,70,0.5048405466970387,entropy_sampling,26
30,80,0.5113895216400911,entropy_sampling,26
31,90,0.5264806378132119,entropy_sampling,26
32,100,0.5281890660592256,entropy_sampling,26
33,1,0.13325740318906606,margin_sampling,26
34,10,0.34538724373576307,margin_sampling,26
35,20,0.4048974943052392,margin_sampling,26
36,30,0.44533029612756264,margin_sampling,26
37,40,0.4544419134396355,margin_sampling,26
38,50,0.47579726651480636,margin_sampling,26
39,60,0.4988610478359909,margin_sampling,26
40,70,0.5065489749430524,margin_sampling,26
41,80,0.518507972665148,margin_sampling,26
42,90,0.5182232346241458,margin_sampling,26
43,100,0.5187927107061503,margin_sampling,26
0,1,0.1483485193621868,random,27
1,10,0.3445330296127563,random,27
2,20,0.42369020501138954,random,27
3,30,0.4547266514806378,random,27
4,40,0.46440774487471526,random,27
5,50,0.489749430523918,random,27
6,60,0.4934510250569476,random,27
7,70,0.501993166287016,random,27
8,80,0.5281890660592256,random,27
9,90,0.5298974943052391,random,27
10,100,0.5432801822323462,random,27
11,1,0.15091116173120728,uncertainty_sampling,27
12,10,0.34880410022779046,uncertainty_sampling,27
13,20,0.4162870159453303,uncertainty_sampling,27
14,30,0.4547266514806378,uncertainty_sampling,27
15,40,0.49686788154897493,uncertainty_sampling,27
16,50,0.5113895216400911,uncertainty_sampling,27
17,60,0.5008542141230068,uncertainty_sampling,27
18,70,0.5330296127562643,uncertainty_sampling,27
19,80,0.5310364464692483,uncertainty_sampling,27
20,90,0.5432801822323462,uncertainty_sampling,27
21,100,0.5492596810933941,uncertainty_sampling,27
22,1,0.15660592255125286,entropy_sampling,27
23,10,0.35734624145785876,entropy_sampling,27
24,20,0.4151480637813212,entropy_sampling,27
25,30,0.4626993166287016,entropy_sampling,27
26,40,0.47864464692482916,entropy_sampling,27
27,50,0.5150911161731208,entropy_sampling,27
28,60,0.5202164009111617,entropy_sampling,27
29,70,0.5375854214123007,entropy_sampling,27
30,80,0.5415717539863326,entropy_sampling,27
31,90,0.5424259681093394,entropy_sampling,27
32,100,0.5486902050113895,entropy_sampling,27
33,1,0.1534738041002278,margin_sampling,27
34,10,0.3479498861047836,margin_sampling,27
35,20,0.4151480637813212,margin_sampling,27
36,30,0.44703872437357633,margin_sampling,27
37,40,0.47209567198177677,margin_sampling,27
38,50,0.48889521640091116,margin_sampling,27
39,60,0.5165148063781321,margin_sampling,27
40,70,0.5227790432801822,margin_sampling,27
41,80,0.5264806378132119,margin_sampling,27
42,90,0.5387243735763098,margin_sampling,27
43,100,0.5401480637813212,margin_sampling,27
0,1,0.15148063781321183,random,28
1,10,0.3732915717539863,random,28
2,20,0.40945330296127563,random,28
3,30,0.43394077448747154,random,28
4,40,0.45785876993166286,random,28
5,50,0.4832004555808656,random,28
6,60,0.4880410022779043,random,28
7,70,0.4971526195899772,random,28
8,80,0.5028473804100227,random,28
9,90,0.5335990888382688,random,28
10,100,0.5387243735763098,random,28
11,1,0.1429384965831435,uncertainty_sampling,28
12,10,0.36759681093394075,uncertainty_sampling,28
13,20,0.4188496583143508,uncertainty_sampling,28
14,30,0.44646924829157175,uncertainty_sampling,28
15,40,0.4928815489749431,uncertainty_sampling,28
16,50,0.5017084282460137,uncertainty_sampling,28
17,60,0.5105353075170843,uncertainty_sampling,28
18,70,0.5182232346241458,uncertainty_sampling,28
19,80,0.5361617312072893,uncertainty_sampling,28
20,90,0.539009111617312,uncertainty_sampling,28
21,100,0.5150911161731208,uncertainty_sampling,28
22,1,0.15261958997722094,entropy_sampling,28
23,10,0.34851936218678814,entropy_sampling,28
24,20,0.417995444191344,entropy_sampling,28
25,30,0.45017084282460135,entropy_sampling,28
26,40,0.47864464692482916,entropy_sampling,28
27,50,0.4945899772209567,entropy_sampling,28
28,60,0.5111047835990888,entropy_sampling,28
29,70,0.5264806378132119,entropy_sampling,28
30,80,0.5392938496583144,entropy_sampling,28
31,90,0.5324601366742597,entropy_sampling,28
32,100,0.5452733485193622,entropy_sampling,28
33,1,0.15034168564920272,margin_sampling,28
34,10,0.3553530751708428,margin_sampling,28
35,20,0.4265375854214123,margin_sampling,28
36,30,0.45045558086560367,margin_sampling,28
37,40,0.4664009111617312,margin_sampling,28
38,50,0.48490888382687924,margin_sampling,28
39,60,0.5136674259681093,margin_sampling,28
40,70,0.5213553530751709,margin_sampling,28
41,80,0.5344533029612756,margin_sampling,28
42,90,0.525626423690205,margin_sampling,28
43,100,0.539009111617312,margin_sampling,28
0,1,0.16372437357630978,random,29
1,10,0.3570615034168565,random,29
2,20,0.4168564920273349,random,29
3,30,0.45558086560364464,random,29
4,40,0.4695330296127563,random,29
5,50,0.48832574031890663,random,29
6,60,0.4854783599088838,random,29
7,70,0.48946469248291574,random,29
8,80,0.5182232346241458,random,29
9,90,0.5335990888382688,random,29
10,100,0.5415717539863326,random,29
11,1,0.16828018223234625,uncertainty_sampling,29
12,10,0.34766514806378135,uncertainty_sampling,29
13,20,0.42425968109339407,uncertainty_sampling,29
14,30,0.46440774487471526,uncertainty_sampling,29
15,40,0.49060364464692485,uncertainty_sampling,29
16,50,0.5150911161731208,uncertainty_sampling,29
17,60,0.5227790432801822,uncertainty_sampling,29
18,70,0.5293280182232346,uncertainty_sampling,29
19,80,0.5375854214123007,uncertainty_sampling,29
20,90,0.5455580865603644,uncertainty_sampling,29
21,100,0.534738041002278,uncertainty_sampling,29
22,1,0.13895216400911162,entropy_sampling,29
23,10,0.33997722095671984,entropy_sampling,29
24,20,0.4162870159453303,entropy_sampling,29
25,30,0.4678246013667426,entropy_sampling,29
26,40,0.4880410022779043,entropy_sampling,29
27,50,0.5091116173120729,entropy_sampling,29
28,60,0.518507972665148,entropy_sampling,29
29,70,0.5227790432801822,entropy_sampling,29
30,80,0.5438496583143508,entropy_sampling,29
31,90,0.5373006833712984,entropy_sampling,29
32,100,0.5438496583143508,entropy_sampling,29
33,1,0.16941913439635536,margin_sampling,29
34,10,0.3553530751708428,margin_sampling,29
35,20,0.4191343963553531,margin_sampling,29
36,30,0.46184510250569477,margin_sampling,29
37,40,0.4772209567198178,margin_sampling,29
38,50,0.49003416856492027,margin_sampling,29
39,60,0.515375854214123,margin_sampling,29
40,70,0.5213553530751709,margin_sampling,29
41,80,0.534738041002278,margin_sampling,29
42,90,0.533883826879271,margin_sampling,29
43,100,0.5444191343963554,margin_sampling,29
0,1,0.14236902050113895,random,30
1,10,0.35791571753986334,random,30
2,20,0.40148063781321186,random,30
3,30,0.45074031890660593,random,30
4,40,0.4675398633257403,random,30
5,50,0.4854783599088838,random,30
6,60,0.4951594533029613,random,30
7,70,0.49971526195899774,random,30
8,80,0.4951594533029613,random,30
9,90,0.5324601366742597,random,30
10,100,0.5276195899772209,random,30
11,1,0.12784738041002278,uncertainty_sampling,30
12,10,0.3359908883826879,uncertainty_sampling,30
13,20,0.40290432801822323,uncertainty_sampling,30
14,30,0.4592824601366743,uncertainty_sampling,30
15,40,0.479498861047836,uncertainty_sampling,30
16,50,0.5130979498861048,uncertainty_sampling,30
17,60,0.5142369020501139,uncertainty_sampling,30
18,70,0.5261958997722096,uncertainty_sampling,30
19,80,0.530751708428246,uncertainty_sampling,30
20,90,0.5227790432801822,uncertainty_sampling,30
21,100,0.5247722095671982,uncertainty_sampling,30
22,1,0.12955580865603644,entropy_sampling,30
23,10,0.3246013667425968,entropy_sampling,30
24,20,0.41828018223234625,entropy_sampling,30
25,30,0.44703872437357633,entropy_sampling,30
26,40,0.4646924829157175,entropy_sampling,30
27,50,0.49174259681093396,entropy_sampling,30
28,60,0.520501138952164,entropy_sampling,30
29,70,0.5316059225512528,entropy_sampling,30
30,80,0.5387243735763098,entropy_sampling,30
31,90,0.5353075170842825,entropy_sampling,30
32,100,0.5316059225512528,entropy_sampling,30
33,1,0.13695899772209566,margin_sampling,30
34,10,0.3359908883826879,margin_sampling,30
35,20,0.40802961275626426,margin_sampling,30
36,30,0.45017084282460135,margin_sampling,30
37,40,0.47238041002277903,margin_sampling,30
38,50,0.48348519362186787,margin_sampling,30
39,60,0.5056947608200456,margin_sampling,30
40,70,0.5287585421412301,margin_sampling,30
41,80,0.5199316628701595,margin_sampling,30
42,90,0.5281890660592256,margin_sampling,30
43,100,0.5373006833712984,margin_sampling,30
0,1,0.1326879271070615,random,31
1,10,0.3490888382687927,random,31
2,20,0.40518223234624146,random,31
3,30,0.44248291571753984,random,31
4,40,0.453872437357631,random,31
5,50,0.48006833712984054,random,31
6,60,0.48405466970387245,random,31
7,70,0.4911731207289294,random,31
8,80,0.49971526195899774,random,31
9,90,0.5136674259681093,random,31
10,100,0.5361617312072893,random,31
11,1,0.13952164009111617,uncertainty_sampling,31
12,10,0.3354214123006834,uncertainty_sampling,31
13,20,0.40632118451025057,uncertainty_sampling,31
14,30,0.44817767653758545,uncertainty_sampling,31
15,40,0.4689635535307517,uncertainty_sampling,31
16,50,0.4994305239179954,uncertainty_sampling,31
17,60,0.5068337129840547,uncertainty_sampling,31
18,70,0.5113895216400911,uncertainty_sampling,31
19,80,0.518507972665148,uncertainty_sampling,31
20,90,0.517369020501139,uncertainty_sampling,31
21,100,0.5253416856492027,uncertainty_sampling,31
22,1,0.135250569476082,entropy_sampling,31
23,10,0.33058086560364464,entropy_sampling,31
24,20,0.40461275626423693,entropy_sampling,31
25,30,0.4336560364464693,entropy_sampling,31
26,40,0.4740888382687927,entropy_sampling,31
27,50,0.46810933940774485,entropy_sampling,31
28,60,0.5062642369020501,entropy_sampling,31
29,70,0.5156605922551253,entropy_sampling,31
30,80,0.5230637813211845,entropy_sampling,31
31,90,0.5270501138952164,entropy_sampling,31
32,100,0.5216400911161732,entropy_sampling,31
33,1,0.14009111617312073,margin_sampling,31
34,10,0.3445330296127563,margin_sampling,31
35,20,0.3972095671981777,margin_sampling,31
36,30,0.4291002277904328,margin_sampling,31
37,40,0.47095671981776766,margin_sampling,31
38,50,0.4854783599088838,margin_sampling,31
39,60,0.5,margin_sampling,31
40,70,0.5093963553530751,margin_sampling,31
41,80,0.5139521640091116,margin_sampling,31
42,90,0.5318906605922551,margin_sampling,31
43,100,0.5301822323462415,margin_sampling,31
0,1,0.1432232346241458,random,32
1,10,0.34851936218678814,random,32
2,20,0.39806378132118453,random,32
3,30,0.4347949886104784,random,32
4,40,0.4664009111617312,random,32
5,50,0.47579726651480636,random,32
6,60,0.49174259681093396,random,32
7,70,0.510250569476082,random,32
8,80,0.5199316628701595,random,32
9,90,0.5199316628701595,random,32
10,100,0.535876993166287,random,32
11,1,0.1469248291571754,uncertainty_sampling,32
12,10,0.339123006833713,uncertainty_sampling,32
13,20,0.40916856492027337,uncertainty_sampling,32
14,30,0.44419134396355353,uncertainty_sampling,32
15,40,0.474373576309795,uncertainty_sampling,32
16,50,0.47892938496583143,uncertainty_sampling,32
17,60,0.5142369020501139,uncertainty_sampling,32
18,70,0.5145216400911162,uncertainty_sampling,32
19,80,0.5267653758542141,uncertainty_sampling,32
20,90,0.5125284738041003,uncertainty_sampling,32
21,100,0.5395785876993167,uncertainty_sampling,32
22,1,0.13838268792710706,entropy_sampling,32
23,10,0.321753986332574,entropy_sampling,32
24,20,0.4009111617312073,entropy_sampling,32
25,30,0.44390660592255127,entropy_sampling,32
26,40,0.484624145785877,entropy_sampling,32
27,50,0.5011389521640092,entropy_sampling,32
28,60,0.5156605922551253,entropy_sampling,32
29,70,0.5162300683371298,entropy_sampling,32
30,80,0.5310364464692483,entropy_sampling,32
31,90,0.5316059225512528,entropy_sampling,32
32,100,0.5387243735763098,entropy_sampling,32
33,1,0.15034168564920272,margin_sampling,32
34,10,0.3428246013667426,margin_sampling,32
35,20,0.42739179954441914,margin_sampling,32
36,30,0.45187927107061504,margin_sampling,32
37,40,0.4934510250569476,margin_sampling,32
38,50,0.5017084282460137,margin_sampling,32
39,60,0.5111047835990888,margin_sampling,32
40,70,0.49914578587699315,margin_sampling,32
41,80,0.5441343963553531,margin_sampling,32
42,90,0.5273348519362187,margin_sampling,32
43,100,0.5318906605922551,margin_sampling,32
0,1,0.16571753986332574,random,33
1,10,0.349373576309795,random,33
2,20,0.4074601366742597,random,33
3,30,0.44362186788154895,random,33
4,40,0.46867881548974943,random,33
5,50,0.484624145785877,random,33
6,60,0.48604783599088835,random,33
7,70,0.49430523917995445,random,33
8,80,0.515375854214123,random,33
9,90,0.5193621867881549,random,33
10,100,0.5392938496583144,random,33
11,1,0.16315489749430523,uncertainty_sampling,33
12,10,0.35677676537585423,uncertainty_sampling,33
13,20,0.4353644646924829,uncertainty_sampling,33
14,30,0.46867881548974943,uncertainty_sampling,33
15,40,0.4940205011389522,uncertainty_sampling,33
16,50,0.5045558086560364,uncertainty_sampling,33
17,60,0.5230637813211845,uncertainty_sampling,33
18,70,0.5264806378132119,uncertainty_sampling,33
19,80,0.535876993166287,uncertainty_sampling,33
20,90,0.530751708428246,uncertainty_sampling,33
21,100,0.5432801822323462,uncertainty_sampling,33
22,1,0.15404328018223234,entropy_sampling,33
23,10,0.36275626423690205,entropy_sampling,33
24,20,0.4199886104783599,entropy_sampling,33
25,30,0.45415717539863326,entropy_sampling,33
26,40,0.49031890660592253,entropy_sampling,33
27,50,0.5039863325740319,entropy_sampling,33
28,60,0.5247722095671982,entropy_sampling,33
29,70,0.5296127562642369,entropy_sampling,33
30,80,0.539009111617312,entropy_sampling,33
31,90,0.5355922551252847,entropy_sampling,33
32,100,0.5449886104783599,entropy_sampling,33
33,1,0.15660592255125286,margin_sampling,33
34,10,0.36389521640091116,margin_sampling,33
35,20,0.44162870159453305,margin_sampling,33
36,30,0.4484624145785877,margin_sampling,33
37,40,0.4803530751708428,margin_sampling,33
38,50,0.5,margin_sampling,33
39,60,0.5122437357630979,margin_sampling,33
40,70,0.5281890660592256,margin_sampling,33
41,80,0.5335990888382688,margin_sampling,33
42,90,0.5475512528473804,margin_sampling,33
43,100,0.5464123006833713,margin_sampling,33
0,1,0.16144646924829156,random,34
1,10,0.359624145785877,random,34
2,20,0.4120159453302961,random,34
3,30,0.45130979498861046,random,34
4,40,0.46497722095671984,random,34
5,50,0.48177676537585423,random,34
6,60,0.49145785876993164,random,34
7,70,0.5059794988610479,random,34
8,80,0.5059794988610479,random,34
9,90,0.5,random,34
10,100,0.535876993166287,random,34
11,1,0.16059225512528474,uncertainty_sampling,34
12,10,0.3308656036446469,uncertainty_sampling,34
13,20,0.41941913439635536,uncertainty_sampling,34
14,30,0.46440774487471526,uncertainty_sampling,34
15,40,0.48120728929384965,uncertainty_sampling,34
16,50,0.5056947608200456,uncertainty_sampling,34
17,60,0.5236332574031891,uncertainty_sampling,34
18,70,0.5247722095671982,uncertainty_sampling,34
19,80,0.5233485193621867,uncertainty_sampling,34
20,90,0.5236332574031891,uncertainty_sampling,34
21,100,0.5304669703872438,uncertainty_sampling,34
22,1,0.15233485193621868,entropy_sampling,34
23,10,0.3396924829157175,entropy_sampling,34
24,20,0.40802961275626426,entropy_sampling,34
25,30,0.4575740318906606,entropy_sampling,34
26,40,0.46697038724373574,entropy_sampling,34
27,50,0.49658314350797267,entropy_sampling,34
28,60,0.5099658314350797,entropy_sampling,34
29,70,0.5227790432801822,entropy_sampling,34
30,80,0.5261958997722096,entropy_sampling,34
31,90,0.5253416856492027,entropy_sampling,34
32,100,0.5392938496583144,entropy_sampling,34
33,1,0.15916856492027334,margin_sampling,34
34,10,0.34738041002277903,margin_sampling,34
35,20,0.41657175398633256,margin_sampling,34
36,30,0.45017084282460135,margin_sampling,34
37,40,0.46725512528473806,margin_sampling,34
38,50,0.4957289293849658,margin_sampling,34
39,60,0.5042710706150342,margin_sampling,34
40,70,0.5122437357630979,margin_sampling,34
41,80,0.5296127562642369,margin_sampling,34
42,90,0.532744874715262,margin_sampling,34
43,100,0.5276195899772209,margin_sampling,34
0,1,0.15119589977220957,random,35
1,10,0.3456719817767654,random,35
2,20,0.4125854214123007,random,35
3,30,0.4515945330296128,random,35
4,40,0.4624145785876993,random,35
5,50,0.4783599088838269,random,35
6,60,0.4962984054669704,random,35
7,70,0.505125284738041,random,35
8,80,0.5128132118451025,random,35
9,90,0.5333143507972665,random,35
10,100,0.5401480637813212,random,35
11,1,0.1560364464692483,uncertainty_sampling,35
12,10,0.3359908883826879,uncertainty_sampling,35
13,20,0.4145785876993166,uncertainty_sampling,35
14,30,0.4521640091116173,uncertainty_sampling,35
15,40,0.47892938496583143,uncertainty_sampling,35
16,50,0.49373576309794986,uncertainty_sampling,35
17,60,0.5219248291571754,uncertainty_sampling,35
18,70,0.5179384965831435,uncertainty_sampling,35
19,80,0.5373006833712984,uncertainty_sampling,35
20,90,0.5335990888382688,uncertainty_sampling,35
21,100,0.5424259681093394,uncertainty_sampling,35
22,1,0.1432232346241458,entropy_sampling,35
23,10,0.3300113895216401,entropy_sampling,35
24,20,0.41543280182232345,entropy_sampling,35
25,30,0.45045558086560367,entropy_sampling,35
26,40,0.4777904328018223,entropy_sampling,35
27,50,0.5017084282460137,entropy_sampling,35
28,60,0.49686788154897493,entropy_sampling,35
29,70,0.5242027334851936,entropy_sampling,35
30,80,0.5324601366742597,entropy_sampling,35
31,90,0.535876993166287,entropy_sampling,35
32,100,0.5401480637813212,entropy_sampling,35
33,1,0.15375854214123008,margin_sampling,35
34,10,0.35791571753986334,margin_sampling,35
35,20,0.4145785876993166,margin_sampling,35
36,30,0.4609908883826879,margin_sampling,35
37,40,0.4777904328018223,margin_sampling,35
38,50,0.5011389521640092,margin_sampling,35
39,60,0.5176537585421412,margin_sampling,35
40,70,0.530751708428246,margin_sampling,35
41,80,0.5344533029612756,margin_sampling,35
42,90,0.5341685649202733,margin_sampling,35
43,100,0.5392938496583144,margin_sampling,35
0,1,0.150626423690205,random,36
1,10,0.35250569476082005,random,36
2,20,0.3935079726651481,random,36
3,30,0.4347949886104784,random,36
4,40,0.44390660592255127,random,36
5,50,0.45671981776765375,random,36
6,60,0.48519362186788156,random,36
7,70,0.5079726651480638,random,36
8,80,0.4957289293849658,random,36
9,90,0.5273348519362187,random,36
10,100,0.5321753986332574,random,36
11,1,0.15005694760820046,uncertainty_sampling,36
12,10,0.34083143507972663,uncertainty_sampling,36
13,20,0.41771070615034167,uncertainty_sampling,36
14,30,0.44931662870159456,uncertainty_sampling,36
15,40,0.4891799544419134,uncertainty_sampling,36
16,50,0.49658314350797267,uncertainty_sampling,36
17,60,0.5142369020501139,uncertainty_sampling,36
18,70,0.5162300683371298,uncertainty_sampling,36
19,80,0.515375854214123,uncertainty_sampling,36
20,90,0.5296127562642369,uncertainty_sampling,36
21,100,0.5350227790432802,uncertainty_sampling,36
22,1,0.15290432801822323,entropy_sampling,36
23,10,0.3308656036446469,entropy_sampling,36
24,20,0.40916856492027337,entropy_sampling,36
25,30,0.4527334851936219,entropy_sampling,36
26,40,0.47380410022779046,entropy_sampling,36
27,50,0.4977220956719818,entropy_sampling,36
28,60,0.5150911161731208,entropy_sampling,36
29,70,0.5111047835990888,entropy_sampling,36
30,80,0.533883826879271,entropy_sampling,36
31,90,0.5318906605922551,entropy_sampling,36
32,100,0.537870159453303,entropy_sampling,36
33,1,0.15261958997722094,margin_sampling,36
34,10,0.34424829157175396,margin_sampling,36
35,20,0.41287015945330297,margin_sampling,36
36,30,0.45301822323462415,margin_sampling,36
37,40,0.4718109339407745,margin_sampling,36
38,50,0.4940205011389522,margin_sampling,36
39,60,0.5037015945330297,margin_sampling,36
40,70,0.515375854214123,margin_sampling,36
41,80,0.5065489749430524,margin_sampling,36
42,90,0.5279043280182233,margin_sampling,36
43,100,0.5367312072892938,margin_sampling,36
0,1,0.1432232346241458,random,37
1,10,0.34197038724373574,random,37
2,20,0.40575170842824604,random,37
3,30,0.44874715261959,random,37
4,40,0.4521640091116173,random,37
5,50,0.4780751708428246,random,37
6,60,0.48889521640091116,random,37
7,70,0.49060364464692485,random,37
8,80,0.5065489749430524,random,37
9,90,0.5196469248291572,random,37
10,100,0.5324601366742597,random,37
11,1,0.1548974943052392,uncertainty_sampling,37
12,10,0.3456719817767654,uncertainty_sampling,37
13,20,0.4071753986332574,uncertainty_sampling,37
14,30,0.44903189066059224,uncertainty_sampling,37
15,40,0.47522779043280183,uncertainty_sampling,37
16,50,0.49658314350797267,uncertainty_sampling,37
17,60,0.5176537585421412,uncertainty_sampling,37
18,70,0.5133826879271071,uncertainty_sampling,37
19,80,0.5222095671981777,uncertainty_sampling,37
20,90,0.5273348519362187,uncertainty_sampling,37
21,100,0.5273348519362187,uncertainty_sampling,37
22,1,0.14635535307517084,entropy_sampling,37
23,10,0.3300113895216401,entropy_sampling,37
24,20,0.40461275626423693,entropy_sampling,37
25,30,0.4413439635535307,entropy_sampling,37
26,40,0.48348519362186787,entropy_sampling,37
27,50,0.4911731207289294,entropy_sampling,37
28,60,0.5111047835990888,entropy_sampling,37
29,70,0.5210706150341685,entropy_sampling,37
30,80,0.5279043280182233,entropy_sampling,37
31,90,0.520501138952164,entropy_sampling,37
32,100,0.5330296127562643,entropy_sampling,37
33,1,0.15546697038724375,margin_sampling,37
34,10,0.34339407744874717,margin_sampling,37
35,20,0.41287015945330297,margin_sampling,37
36,30,0.45187927107061504,margin_sampling,37
37,40,0.47266514806378135,margin_sampling,37
38,50,0.48946469248291574,margin_sampling,37
39,60,0.5116742596810934,margin_sampling,37
40,70,0.5125284738041003,margin_sampling,37
41,80,0.5222095671981777,margin_sampling,37
42,90,0.534738041002278,margin_sampling,37
43,100,0.5236332574031891,margin_sampling,37
0,1,0.15091116173120728,random,38
1,10,0.357630979498861,random,38
2,20,0.41657175398633256,random,38
3,30,0.4353644646924829,random,38
4,40,0.45045558086560367,random,38
5,50,0.4777904328018223,random,38
6,60,0.4880410022779043,random,38
7,70,0.5065489749430524,random,38
8,80,0.5159453302961275,random,38
9,90,0.5145216400911162,random,38
10,100,0.5142369020501139,random,38
11,1,0.14720956719817768,uncertainty_sampling,38
12,10,0.3376993166287016,uncertainty_sampling,38
13,20,0.3906605922551253,uncertainty_sampling,38
14,30,0.44874715261959,uncertainty_sampling,38
15,40,0.4675398633257403,uncertainty_sampling,38
16,50,0.4982915717539863,uncertainty_sampling,38
17,60,0.505125284738041,uncertainty_sampling,38
18,70,0.520501138952164,uncertainty_sampling,38
19,80,0.5190774487471527,uncertainty_sampling,38
20,90,0.5279043280182233,uncertainty_sampling,38
21,100,0.5096810933940774,uncertainty_sampling,38
22,1,0.15148063781321183,entropy_sampling,38
23,10,0.30637813211845105,entropy_sampling,38
24,20,0.39920273348519364,entropy_sampling,38
25,30,0.44903189066059224,entropy_sampling,38
26,40,0.47522779043280183,entropy_sampling,38
27,50,0.484624145785877,entropy_sampling,38
28,60,0.510250569476082,entropy_sampling,38
29,70,0.5108200455580866,entropy_sampling,38
30,80,0.52249430523918,entropy_sampling,38
31,90,0.5259111617312073,entropy_sampling,38
32,100,0.5253416856492027,entropy_sampling,38
33,1,0.15233485193621868,margin_sampling,38
34,10,0.3490888382687927,margin_sampling,38
35,20,0.40518223234624146,margin_sampling,38
36,30,0.4396355353075171,margin_sampling,38
37,40,0.4701025056947608,margin_sampling,38
38,50,0.48519362186788156,margin_sampling,38
39,60,0.4994305239179954,margin_sampling,38
40,70,0.5056947608200456,margin_sampling,38
41,80,0.5242027334851936,margin_sampling,38
42,90,0.525626423690205,margin_sampling,38
43,100,0.5261958997722096,margin_sampling,38
0,1,0.15689066059225512,random,39
1,10,0.33058086560364464,random,39
2,20,0.40119589977220954,random,39
3,30,0.43735763097949887,random,39
4,40,0.45529612756264237,random,39
5,50,0.4675398633257403,random,39
6,60,0.48234624145785876,random,39
7,70,0.49003416856492027,random,39
8,80,0.5219248291571754,random,39
9,90,0.5210706150341685,random,39
10,100,0.5253416856492027,random,39
11,1,0.16144646924829156,uncertainty_sampling,39
12,10,0.33997722095671984,uncertainty_sampling,39
13,20,0.3989179954441913,uncertainty_sampling,39
14,30,0.4370728929384966,uncertainty_sampling,39
15,40,0.4421981776765376,uncertainty_sampling,39
16,50,0.4960136674259681,uncertainty_sampling,39
17,60,0.4977220956719818,uncertainty_sampling,39
18,70,0.5150911161731208,uncertainty_sampling,39
19,80,0.5213553530751709,uncertainty_sampling,39
20,90,0.5253416856492027,uncertainty_sampling,39
21,100,0.5279043280182233,uncertainty_sampling,39
22,1,0.14891799544419135,entropy_sampling,39
23,10,0.3402619589977221,entropy_sampling,39
24,20,0.40518223234624146,entropy_sampling,39
25,30,0.44874715261959,entropy_sampling,39
26,40,0.4701025056947608,entropy_sampling,39
27,50,0.48348519362186787,entropy_sampling,39
28,60,0.5056947608200456,entropy_sampling,39
29,70,0.5056947608200456,entropy_sampling,39
30,80,0.5156605922551253,entropy_sampling,39
31,90,0.5335990888382688,entropy_sampling,39
32,100,0.539009111617312,entropy_sampling,39
33,1,0.16657175398633256,margin_sampling,39
34,10,0.3271640091116173,margin_sampling,39
