,percentage_samples,score,strategy,repetition
35,20,0.3989179954441913,margin_sampling,39
36,30,0.43137813211845105,margin_sampling,39
37,40,0.4729498861047836,margin_sampling,39
38,50,0.4863325740318907,margin_sampling,39
39,60,0.4874715261958998,margin_sampling,39
40,70,0.5207858769931663,margin_sampling,39
41,80,0.5213553530751709,margin_sampling,39
42,90,0.5222095671981777,margin_sampling,39
43,100,0.5267653758542141,margin_sampling,39
0,1,0.14464692482915717,random,40
1,10,0.3445330296127563,random,40
2,20,0.4085990888382688,random,40
3,30,0.4558656036446469,random,40
4,40,0.4712414578587699,random,40
5,50,0.482630979498861,random,40
6,60,0.4945899772209567,random,40
7,70,0.5207858769931663,random,40
8,80,0.5253416856492027,random,40
9,90,0.5159453302961275,random,40
10,100,0.535876993166287,random,40
11,1,0.14379271070615035,uncertainty_sampling,40
12,10,0.3354214123006834,uncertainty_sampling,40
13,20,0.40632118451025057,uncertainty_sampling,40
14,30,0.43764236902050113,uncertainty_sampling,40
15,40,0.48120728929384965,uncertainty_sampling,40
16,50,0.4908883826879271,uncertainty_sampling,40
17,60,0.5088268792710706,uncertainty_sampling,40
18,70,0.5236332574031891,uncertainty_sampling,40
19,80,0.5210706150341685,uncertainty_sampling,40
20,90,0.534738041002278,uncertainty_sampling,40
21,100,0.5387243735763098,uncertainty_sampling,40
22,1,0.13895216400911162,entropy_sampling,40
23,10,0.3294419134396355,entropy_sampling,40
24,20,0.4034738041002278,entropy_sampling,40
25,30,0.45244874715261957,entropy_sampling,40
26,40,0.4766514806378132,entropy_sampling,40
27,50,0.5002847380410023,entropy_sampling,40
28,60,0.5139521640091116,entropy_sampling,40
29,70,0.5196469248291572,entropy_sampling,40
30,80,0.5267653758542141,entropy_sampling,40
31,90,0.5293280182232346,entropy_sampling,40
32,100,0.5350227790432802,entropy_sampling,40
33,1,0.14521640091116172,margin_sampling,40
34,10,0.33029612756264237,margin_sampling,40
35,20,0.4134396355353075,margin_sampling,40
36,30,0.4447608200455581,margin_sampling,40
37,40,0.48519362186788156,margin_sampling,40
38,50,0.474373576309795,margin_sampling,40
39,60,0.5002847380410023,margin_sampling,40
40,70,0.5193621867881549,margin_sampling,40
41,80,0.510250569476082,margin_sampling,40
42,90,0.5091116173120729,margin_sampling,40
43,100,0.5370159453302962,margin_sampling,40
0,1,0.14009111617312073,random,41
1,10,0.32431662870159456,random,41
2,20,0.4103075170842825,random,41
3,30,0.44105922551252846,random,41
4,40,0.4473234624145786,random,41
5,50,0.46924829157175396,random,41
6,60,0.48946469248291574,random,41
7,70,0.5059794988610479,random,41
8,80,0.5119589977220956,random,41
9,90,0.5270501138952164,random,41
10,100,0.5330296127562643,random,41
11,1,0.15176537585421412,uncertainty_sampling,41
12,10,0.3462414578587699,uncertainty_sampling,41
13,20,0.4125854214123007,uncertainty_sampling,41
14,30,0.43109339407744873,uncertainty_sampling,41
15,40,0.4678246013667426,uncertainty_sampling,41
16,50,0.4951594533029613,uncertainty_sampling,41
17,60,0.49800683371298404,uncertainty_sampling,41
18,70,0.5156605922551253,uncertainty_sampling,41
19,80,0.5156605922551253,uncertainty_sampling,41
20,90,0.5230637813211845,uncertainty_sampling,41
21,100,0.5324601366742597,uncertainty_sampling,41
22,1,0.15005694760820046,entropy_sampling,41
23,10,0.33456719817767655,entropy_sampling,41
24,20,0.41714123006833714,entropy_sampling,41
25,30,0.4456150341685649,entropy_sampling,41
26,40,0.4678246013667426,entropy_sampling,41
27,50,0.494874715261959,entropy_sampling,41
28,60,0.5093963553530751,entropy_sampling,41
29,70,0.5242027334851936,entropy_sampling,41
30,80,0.5182232346241458,entropy_sampling,41
31,90,0.5301822323462415,entropy_sampling,41
32,100,0.517369020501139,entropy_sampling,41
33,1,0.15148063781321183,margin_sampling,41
34,10,0.3285876993166287,margin_sampling,41
35,20,0.40916856492027337,margin_sampling,41
36,30,0.4382118451025057,margin_sampling,41
37,40,0.46383826879271073,margin_sampling,41
38,50,0.48376993166287013,margin_sampling,41
39,60,0.5082574031890661,margin_sampling,41
40,70,0.5105353075170843,margin_sampling,41
41,80,0.5247722095671982,margin_sampling,41
42,90,0.5276195899772209,margin_sampling,41
43,100,0.5253416856492027,margin_sampling,41
0,1,0.15432801822323464,random,42
1,10,0.3570615034168565,random,42
2,20,0.41315489749430523,random,42
3,30,0.44248291571753984,random,42
4,40,0.4664009111617312,random,42
5,50,0.48775626423690205,random,42
6,60,0.49174259681093396,random,42
7,70,0.5,random,42
8,80,0.5065489749430524,random,42
9,90,0.515375854214123,random,42
10,100,0.530751708428246,random,42
11,1,0.15774487471526197,uncertainty_sampling,42
12,10,0.34738041002277903,uncertainty_sampling,42
13,20,0.4202733485193622,uncertainty_sampling,42
14,30,0.4564350797266515,uncertainty_sampling,42
15,40,0.4857630979498861,uncertainty_sampling,42
16,50,0.49145785876993164,uncertainty_sampling,42
17,60,0.5162300683371298,uncertainty_sampling,42
18,70,0.5056947608200456,uncertainty_sampling,42
19,80,0.5267653758542141,uncertainty_sampling,42
20,90,0.517369020501139,uncertainty_sampling,42
21,100,0.5267653758542141,uncertainty_sampling,42
22,1,0.15148063781321183,entropy_sampling,42
23,10,0.33826879271070615,entropy_sampling,42
24,20,0.4034738041002278,entropy_sampling,42
25,30,0.4458997722095672,entropy_sampling,42
26,40,0.4666856492027335,entropy_sampling,42
27,50,0.4934510250569476,entropy_sampling,42
28,60,0.5113895216400911,entropy_sampling,42
29,70,0.5136674259681093,entropy_sampling,42
30,80,0.5236332574031891,entropy_sampling,42
31,90,0.530751708428246,entropy_sampling,42
32,100,0.5321753986332574,entropy_sampling,42
33,1,0.1571753986332574,margin_sampling,42
34,10,0.35677676537585423,margin_sampling,42
35,20,0.4103075170842825,margin_sampling,42
36,30,0.4433371298405467,margin_sampling,42
37,40,0.4732346241457859,margin_sampling,42
38,50,0.4988610478359909,margin_sampling,42
39,60,0.49971526195899774,margin_sampling,42
40,70,0.5170842824601367,margin_sampling,42
41,80,0.5145216400911162,margin_sampling,42
42,90,0.5128132118451025,margin_sampling,42
43,100,0.5233485193621867,margin_sampling,42
0,1,0.14635535307517084,random,43
1,10,0.3277334851936219,random,43
2,20,0.395501138952164,random,43
3,30,0.42739179954441914,random,43
4,40,0.44874715261959,random,43
5,50,0.4527334851936219,random,43
6,60,0.45785876993166286,random,43
7,70,0.49686788154897493,random,43
8,80,0.5062642369020501,random,43
9,90,0.5108200455580866,random,43
10,100,0.5196469248291572,random,43
11,1,0.14578587699316628,uncertainty_sampling,43
12,10,0.33285876993166286,uncertainty_sampling,43
13,20,0.3972095671981777,uncertainty_sampling,43
14,30,0.43223234624145784,uncertainty_sampling,43
15,40,0.4712414578587699,uncertainty_sampling,43
16,50,0.4843394077448747,uncertainty_sampling,43
17,60,0.49316628701594534,uncertainty_sampling,43
18,70,0.5130979498861048,uncertainty_sampling,43
19,80,0.5125284738041003,uncertainty_sampling,43
20,90,0.5145216400911162,uncertainty_sampling,43
21,100,0.520501138952164,uncertainty_sampling,43
22,1,0.14863325740318906,entropy_sampling,43
23,10,0.3234624145785877,entropy_sampling,43
24,20,0.3989179954441913,entropy_sampling,43
25,30,0.4293849658314351,entropy_sampling,43
26,40,0.4624145785876993,entropy_sampling,43
27,50,0.474373576309795,entropy_sampling,43
28,60,0.4880410022779043,entropy_sampling,43
29,70,0.5037015945330297,entropy_sampling,43
30,80,0.5199316628701595,entropy_sampling,43
31,90,0.5213553530751709,entropy_sampling,43
32,100,0.5162300683371298,entropy_sampling,43
33,1,0.14863325740318906,margin_sampling,43
34,10,0.32915717539863326,margin_sampling,43
35,20,0.40290432801822323,margin_sampling,43
36,30,0.428246013667426,margin_sampling,43
37,40,0.4592824601366743,margin_sampling,43
38,50,0.4803530751708428,margin_sampling,43
39,60,0.48348519362186787,margin_sampling,43
40,70,0.501993166287016,margin_sampling,43
41,80,0.5159453302961275,margin_sampling,43
42,90,0.5196469248291572,margin_sampling,43
43,100,0.5148063781321185,margin_sampling,43
0,1,0.14208428246013668,random,44
1,10,0.3582004555808656,random,44
2,20,0.41543280182232345,random,44
3,30,0.4478929384965831,random,44
4,40,0.45842824601366744,random,44
5,50,0.479498861047836,random,44
6,60,0.4988610478359909,random,44
7,70,0.49544419134396356,random,44
8,80,0.505125284738041,random,44
9,90,0.5259111617312073,random,44
10,100,0.5279043280182233,random,44
11,1,0.15119589977220957,uncertainty_sampling,44
12,10,0.36275626423690205,uncertainty_sampling,44
13,20,0.41941913439635536,uncertainty_sampling,44
14,30,0.45415717539863326,uncertainty_sampling,44
15,40,0.48177676537585423,uncertainty_sampling,44
16,50,0.5017084282460137,uncertainty_sampling,44
17,60,0.5150911161731208,uncertainty_sampling,44
18,70,0.5313211845102506,uncertainty_sampling,44
19,80,0.5270501138952164,uncertainty_sampling,44
20,90,0.534738041002278,uncertainty_sampling,44
21,100,0.5287585421412301,uncertainty_sampling,44
22,1,0.14379271070615035,entropy_sampling,44
23,10,0.34367881548974943,entropy_sampling,44
24,20,0.40802961275626426,entropy_sampling,44
25,30,0.45529612756264237,entropy_sampling,44
26,40,0.4740888382687927,entropy_sampling,44
27,50,0.5011389521640092,entropy_sampling,44
28,60,0.49914578587699315,entropy_sampling,44
29,70,0.5281890660592256,entropy_sampling,44
30,80,0.5355922551252847,entropy_sampling,44
31,90,0.530751708428246,entropy_sampling,44
32,100,0.5318906605922551,entropy_sampling,44
33,1,0.16059225512528474,margin_sampling,44
34,10,0.3510820045558087,margin_sampling,44
35,20,0.4097380410022779,margin_sampling,44
36,30,0.44048974943052394,margin_sampling,44
37,40,0.4612756264236902,margin_sampling,44
38,50,0.49971526195899774,margin_sampling,44
39,60,0.5039863325740319,margin_sampling,44
40,70,0.525626423690205,margin_sampling,44
41,80,0.5276195899772209,margin_sampling,44
42,90,0.5330296127562643,margin_sampling,44
43,100,0.5404328018223234,margin_sampling,44
0,1,0.14236902050113895,random,45
1,10,0.3396924829157175,random,45
2,20,0.39920273348519364,random,45
3,30,0.4370728929384966,random,45
4,40,0.4592824601366743,random,45
5,50,0.4712414578587699,random,45
6,60,0.4982915717539863,random,45
7,70,0.5139521640091116,random,45
8,80,0.48832574031890663,random,45
9,90,0.5014236902050114,random,45
10,100,0.5079726651480638,random,45
11,1,0.1494874715261959,uncertainty_sampling,45
12,10,0.3428246013667426,uncertainty_sampling,45
13,20,0.4305239179954442,uncertainty_sampling,45
14,30,0.438496583143508,uncertainty_sampling,45
15,40,0.4664009111617312,uncertainty_sampling,45
16,50,0.4951594533029613,uncertainty_sampling,45
17,60,0.5167995444191344,uncertainty_sampling,45
18,70,0.5113895216400911,uncertainty_sampling,45
19,80,0.5165148063781321,uncertainty_sampling,45
20,90,0.5395785876993167,uncertainty_sampling,45
21,100,0.5273348519362187,uncertainty_sampling,45
22,1,0.13695899772209566,entropy_sampling,45
23,10,0.332004555808656,entropy_sampling,45
24,20,0.40632118451025057,entropy_sampling,45
25,30,0.44162870159453305,entropy_sampling,45
26,40,0.47579726651480636,entropy_sampling,45
27,50,0.49971526195899774,entropy_sampling,45
28,60,0.5088268792710706,entropy_sampling,45
29,70,0.5156605922551253,entropy_sampling,45
30,80,0.5230637813211845,entropy_sampling,45
31,90,0.5273348519362187,entropy_sampling,45
32,100,0.5344533029612756,entropy_sampling,45
33,1,0.15176537585421412,margin_sampling,45
34,10,0.3425398633257403,margin_sampling,45
35,20,0.40119589977220954,margin_sampling,45
36,30,0.438496583143508,margin_sampling,45
37,40,0.4635535307517084,margin_sampling,45
38,50,0.48889521640091116,margin_sampling,45
39,60,0.5042710706150342,margin_sampling,45
40,70,0.5037015945330297,margin_sampling,45
41,80,0.5296127562642369,margin_sampling,45
42,90,0.5321753986332574,margin_sampling,45
43,100,0.530751708428246,margin_sampling,45
0,1,0.14521640091116172,random,46
1,10,0.35250569476082005,random,46
2,20,0.41059225512528474,random,46
3,30,0.44874715261959,random,46
4,40,0.4527334851936219,random,46
5,50,0.46440774487471526,random,46
6,60,0.4766514806378132,random,46
7,70,0.49259681093394075,random,46
8,80,0.5,random,46
9,90,0.49373576309794986,random,46
10,100,0.5216400911161732,random,46
11,1,0.14037585421412302,uncertainty_sampling,46
12,10,0.32545558086560367,uncertainty_sampling,46
13,20,0.40034168564920275,uncertainty_sampling,46
14,30,0.44162870159453305,uncertainty_sampling,46
15,40,0.45899772209567197,uncertainty_sampling,46
16,50,0.49003416856492027,uncertainty_sampling,46
17,60,0.5105353075170843,uncertainty_sampling,46
18,70,0.5139521640091116,uncertainty_sampling,46
19,80,0.5182232346241458,uncertainty_sampling,46
20,90,0.5210706150341685,uncertainty_sampling,46
21,100,0.5276195899772209,uncertainty_sampling,46
22,1,0.15404328018223234,entropy_sampling,46
23,10,0.3376993166287016,entropy_sampling,46
24,20,0.4085990888382688,entropy_sampling,46
25,30,0.4402050113895216,entropy_sampling,46
26,40,0.4624145785876993,entropy_sampling,46
27,50,0.4886104783599089,entropy_sampling,46
28,60,0.5011389521640092,entropy_sampling,46
29,70,0.5079726651480638,entropy_sampling,46
30,80,0.5187927107061503,entropy_sampling,46
31,90,0.5193621867881549,entropy_sampling,46
32,100,0.5301822323462415,entropy_sampling,46
33,1,0.150626423690205,margin_sampling,46
34,10,0.3479498861047836,margin_sampling,46
35,20,0.41287015945330297,margin_sampling,46
36,30,0.4407744874715262,margin_sampling,46
37,40,0.4715261958997722,margin_sampling,46
38,50,0.4797835990888383,margin_sampling,46
39,60,0.4911731207289294,margin_sampling,46
40,70,0.4960136674259681,margin_sampling,46
41,80,0.5116742596810934,margin_sampling,46
42,90,0.5259111617312073,margin_sampling,46
43,100,0.5170842824601367,margin_sampling,46
0,1,0.14607061503416857,random,47
1,10,0.3374145785876993,random,47
2,20,0.4054669703872437,random,47
3,30,0.4370728929384966,random,47
4,40,0.46383826879271073,random,47
5,50,0.4766514806378132,random,47
6,60,0.49430523917995445,random,47
7,70,0.5042710706150342,random,47
8,80,0.5042710706150342,random,47
9,90,0.5264806378132119,random,47
10,100,0.5261958997722096,random,47
11,1,0.15945330296127563,uncertainty_sampling,47
12,10,0.34709567198177677,uncertainty_sampling,47
13,20,0.41657175398633256,uncertainty_sampling,47
14,30,0.4413439635535307,uncertainty_sampling,47
15,40,0.47579726651480636,uncertainty_sampling,47
16,50,0.49800683371298404,uncertainty_sampling,47
17,60,0.5082574031890661,uncertainty_sampling,47
18,70,0.5187927107061503,uncertainty_sampling,47
19,80,0.5165148063781321,uncertainty_sampling,47
20,90,0.5222095671981777,uncertainty_sampling,47
21,100,0.5316059225512528,uncertainty_sampling,47
22,1,0.13582004555808655,entropy_sampling,47
23,10,0.3157744874715262,entropy_sampling,47
24,20,0.40233485193621865,entropy_sampling,47
25,30,0.4461845102505695,entropy_sampling,47
26,40,0.47351936218678814,entropy_sampling,47
27,50,0.49003416856492027,entropy_sampling,47
28,60,0.5142369020501139,entropy_sampling,47
29,70,0.5233485193621867,entropy_sampling,47
30,80,0.5324601366742597,entropy_sampling,47
31,90,0.5196469248291572,entropy_sampling,47
32,100,0.5284738041002278,entropy_sampling,47
33,1,0.14863325740318906,margin_sampling,47
34,10,0.3456719817767654,margin_sampling,47
35,20,0.3994874715261959,margin_sampling,47
36,30,0.4444760820045558,margin_sampling,47
37,40,0.46810933940774485,margin_sampling,47
38,50,0.49686788154897493,margin_sampling,47
39,60,0.5037015945330297,margin_sampling,47
40,70,0.5179384965831435,margin_sampling,47
41,80,0.5207858769931663,margin_sampling,47
42,90,0.534738041002278,margin_sampling,47
43,100,0.5381548974943052,margin_sampling,47
0,1,0.13411161731207288,random,48
1,10,0.3570615034168565,random,48
2,20,0.40404328018223234,random,48
3,30,0.4456150341685649,random,48
4,40,0.45728929384965833,random,48
5,50,0.48291571753986334,random,48
6,60,0.48120728929384965,random,48
7,70,0.5096810933940774,random,48
8,80,0.4951594533029613,random,48
9,90,0.5142369020501139,random,48
10,100,0.532744874715262,random,48
11,1,0.13952164009111617,uncertainty_sampling,48
12,10,0.3385535307517084,uncertainty_sampling,48
13,20,0.4145785876993166,uncertainty_sampling,48
14,30,0.4604214123006834,uncertainty_sampling,48
15,40,0.4854783599088838,uncertainty_sampling,48
16,50,0.5159453302961275,uncertainty_sampling,48
17,60,0.5270501138952164,uncertainty_sampling,48
18,70,0.5290432801822323,uncertainty_sampling,48
19,80,0.5091116173120729,uncertainty_sampling,48
20,90,0.5484054669703873,uncertainty_sampling,48
21,100,0.5364464692482915,uncertainty_sampling,48
22,1,0.1429384965831435,entropy_sampling,48
23,10,0.349373576309795,entropy_sampling,48
24,20,0.42369020501138954,entropy_sampling,48
25,30,0.4527334851936219,entropy_sampling,48
26,40,0.4843394077448747,entropy_sampling,48
27,50,0.5111047835990888,entropy_sampling,48
28,60,0.5096810933940774,entropy_sampling,48
29,70,0.5304669703872438,entropy_sampling,48
30,80,0.5296127562642369,entropy_sampling,48
31,90,0.5355922551252847,entropy_sampling,48
32,100,0.535876993166287,entropy_sampling,48
33,1,0.13468109339407744,margin_sampling,48
34,10,0.3428246013667426,margin_sampling,48
35,20,0.4199886104783599,margin_sampling,48
